Above Threshold?,Birth Rate Bin,Country/Region,Ease of Business (clusters),GDP per Capita (bin),Region,Year,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,Ease of Business,Energy Usage,GDP,GDP per Capita,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
Below Threshold,1.5-3%,Turkey,Friendly,"$9,376 ",Europe,1/12/12,1.70%,40%,,6,72,"115,701",$789B,"$10,663 ",6.30%,$665 ,226,0.017,45%,,75,78,72,92%,1,0.26,0.667,0.073,74.0M,71.80%,$32B,$5B
Below Threshold,1.5-3%,Kosovo,Friendly,$0 ,Europe,1/12/12,1.80%,15%,,52,96,,$6B,"$3,567 ",,,164,,,0.129,71,73,68,,1,,,,1.8M,,,
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688 ",Middle East,1/12/05,1.40%,35%,"16,245",46,,"5,023",$21B,"$5,339 ",7.80%,$420 ,180,0.012,10%,0.106,77,79,75,25%,1,0.279,0.646,0.075,4.0M,86.60%,$6B,$4B
Below Threshold,1.5-3%,Qatar,Very Friendly,"$51,568 ",Middle East,1/12/05,1.50%,,"51,881",,,"16,638",$45B,"$54,229 ",3.00%,"$1,634 ",,0.009,25%,0.067,78,78,77,87%,1,0.237,0.749,0.014,0.8M,97.40%,$1B,$2B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$42,192 ",Middle East,1/12/05,1.60%,14%,"116,149",19,,"43,231",$181B,"$43,626 ",2.30%,"$1,030 ",12,0.008,40%,,76,77,75,109%,1,0.2,0.791,0.008,4.1M,82.30%,$3B,$6B
Below Threshold,1.5-3%,Iran,Low,$0 ,Middle East,1/12/05,1.80%,44%,"469,328",28,,"172,442",$192B,"$2,737 ",5.30%,$156 ,344,0.022,8%,0.16,72,73,70,12%,1,0.258,0.693,0.049,70.2M,67.60%,$1B,$4B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$14,064 ",Middle East,1/12/05,1.90%,,"19,208",,,"7,332",$16B,"$18,156 ",3.70%,$573 ,,0.009,21%,0.078,76,76,75,87%,1,0.269,0.709,0.022,0.9M,88.40%,$2B,$1B
Below Threshold,1.5-3%,Kuwait,Moderate,"$32,816 ",Middle East,1/12/05,2.10%,11%,"71,547",35,,"26,399",$81B,"$35,186 ",2.40%,$834 ,98,0.01,26%,0.075,74,75,73,60%,1,0.255,0.712,0.033,2.3M,98.20%,$0B,$5B
Below Threshold,1.5-3%,Israel,Very Friendly,"$18,752 ",Middle East,1/12/05,2.10%,39%,"60,245",20,,"18,478",$134B,"$19,336 ",7.70%,"$1,480 ",230,0.005,25%,0.068,80,82,78,118%,1,0.279,0.621,0.1,6.9M,91.50%,$3B,$4B
Below Threshold,1.5-3%,Oman,Very Friendly,"$9,376 ",Middle East,1/12/05,2.20%,20%,"29,893",35,,"10,772",$31B,"$12,253 ",2.60%,$331 ,52,0.011,7%,0.071,75,77,72,53%,1,0.351,0.624,0.025,2.5M,72.40%,$1B,$1B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$9,376 ",Middle East,1/12/05,2.30%,15%,"397,642",67,,"145,540",$328B,"$13,285 ",3.50%,$466 ,69,0.017,13%,,74,76,72,57%,1,0.343,0.626,0.031,24.7M,81.00%,$5B,$9B
Below Threshold,1.5-3%,Syria,Low,$0 ,Middle East,1/12/05,2.70%,43%,"50,634",43,,"20,792",$29B,"$1,589 ",4.10%,$63 ,336,0.016,6%,0.08,75,77,73,16%,1,0.386,0.58,0.034,18.2M,53.80%,$2B,$1B
Below Threshold,Above 3%,Jordan,Moderate,$0 ,Middle East,1/12/05,3.00%,31%,"21,027",16,,"6,677",$13B,"$2,325 ",8.90%,$213 ,136,0.02,13%,0.076,73,74,71,60%,1,0.379,0.589,0.032,5.4M,81.20%,$2B,$1B
Below Threshold,Above 3%,Iraq,Low,$0 ,Middle East,1/12/05,3.40%,24%,"114,770",32,,"26,866",$50B,"$1,825 ",4.10%,$55 ,312,0.033,1%,0.137,70,72,67,6%,1,0.419,0.546,0.035,27.4M,68.80%,$0B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0 ,Middle East,1/12/05,3.50%,195%,"20,044",63,,"6,589",$17B,$832 ,4.60%,$42 ,248,0.056,1%,0.18,62,63,60,11%,1,0.457,0.517,0.026,20.1M,28.90%,$0B,$0B
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688 ",Middle East,1/12/06,1.40%,35%,"14,499",46,,"4,774",$22B,"$5,342 ",8.10%,$443 ,180,0.011,15%,0.103,78,80,76,27%,1,0.274,0.65,0.076,4.1M,86.70%,$5B,$4B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$60,944 ",Middle East,1/12/06,1.40%,,"56,736",,,"19,606",$61B,"$62,921 ",2.60%,"$1,625 ",,0.009,29%,0.072,78,78,77,95%,1,0.21,0.778,0.013,1.0M,97.80%,$1B,$4B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$42,192 ",Middle East,1/12/06,1.60%,14%,"123,875",19,,"45,911",$222B,"$45,532 ",2.30%,"$1,109 ",12,0.008,52%,,76,77,75,113%,1,0.18,0.813,0.007,4.9M,82.60%,$5B,$9B
Below Threshold,1.5-3%,Iran,Low,$0 ,Middle East,1/12/06,1.80%,44%,"509,889",28,,"180,242",$223B,"$3,142 ",5.10%,$174 ,344,0.021,9%,0.14,72,74,70,22%,1,0.249,0.701,0.05,71.0M,68.20%,$1B,$5B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752 ",Middle East,1/12/06,1.80%,,"19,497",,,"8,093",$19B,"$19,460 ",3.60%,$599 ,,0.009,28%,0.08,76,76,75,95%,1,0.252,0.727,0.022,1.0M,88.40%,$2B,$1B
Below Threshold,1.5-3%,Kuwait,Moderate,"$42,192 ",Middle East,1/12/06,2.10%,11%,"73,769",35,,"25,780",$102B,"$42,193 ",2.20%,$943 ,98,0.01,29%,0.086,74,75,73,49%,1,0.255,0.715,0.031,2.4M,98.20%,$1B,$6B
Below Threshold,1.5-3%,Israel,Very Friendly,"$18,752 ",Middle East,1/12/06,2.10%,38%,"65,977",20,,"20,380",$151B,"$21,407 ",7.40%,"$1,524 ",230,0.004,28%,0.081,86,83,88,124%,1,0.277,0.622,0.101,7.1M,91.60%,$4B,$4B
Below Threshold,1.5-3%,Oman,Very Friendly,"$14,064 ",Middle East,1/12/06,2.20%,20%,"39,604",35,,"15,183",$37B,"$14,405 ",2.30%,$346 ,52,0.011,8%,0.074,75,77,73,71%,1,0.34,0.635,0.025,2.6M,73.00%,$1B,$1B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$14,064 ",Middle East,1/12/06,2.30%,15%,"432,739",42,,"158,214",$377B,"$14,859 ",3.70%,$537 ,79,0.016,20%,,74,76,72,78%,1,0.335,0.634,0.03,25.4M,81.20%,$5B,$13B
Below Threshold,1.5-3%,Syria,Low,$0 ,Middle East,1/12/06,2.70%,43%,"53,590",43,,"21,630",$33B,"$1,773 ",3.80%,$66 ,336,0.015,8%,0.08,75,77,73,25%,1,0.38,0.585,0.034,18.8M,54.20%,$2B,$1B
Below Threshold,Above 3%,Jordan,Moderate,$0 ,Middle East,1/12/06,3.00%,31%,"20,733",16,,"6,853",$15B,"$2,720 ",8.10%,$224 ,136,0.02,14%,0.082,73,74,71,80%,1,0.374,0.594,0.032,5.5M,81.40%,$2B,$1B
Below Threshold,Above 3%,Iraq,Low,$0 ,Middle East,1/12/06,3.40%,28%,"99,544",32,,"21,503",$65B,"$2,321 ",3.00%,$58 ,312,0.033,1%,0.145,69,72,66,33%,1,0.418,0.547,0.034,28.1M,68.80%,$0B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0 ,Middle East,1/12/06,3.50%,48%,"20,796",63,,"7,054",$19B,$924 ,4.80%,$52 ,248,0.054,1%,0.18,62,63,60,14%,1,0.449,0.524,0.026,20.7M,29.50%,$0B,$0B
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688 ",Middle East,1/12/07,1.30%,35%,"14,972",46,,"4,206",$25B,"$5,937 ",8.00%,$480 ,180,0.011,19%,0.103,78,80,76,30%,1,0.266,0.655,0.078,4.1M,86.80%,$6B,$4B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$65,632 ",Middle East,1/12/07,1.30%,11%,"67,242",7,,"22,790",$80B,"$69,167 ",2.30%,"$1,600 ",36,0.008,37%,0.074,78,79,77,110%,1,0.183,0.805,0.012,1.2M,98.00%,,
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$42,192 ",Middle East,1/12/07,1.60%,14%,"139,405",18,,"51,975",$258B,"$44,503 ",2.50%,"$1,184 ",12,0.008,61%,,76,77,75,133%,1,0.162,0.833,0.005,5.8M,83.00%,$6B,$11B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752 ",Middle East,1/12/07,1.80%,15%,"22,398",9,,"8,962",$22B,"$21,050 ",3.60%,$648 ,36,0.009,33%,0.083,76,77,75,108%,1,0.233,0.746,0.021,1.0M,88.40%,$2B,$1B
Below Threshold,1.5-3%,Iran,Low,$0 ,Middle East,1/12/07,1.90%,44%,"539,790",28,,"190,620",$286B,"$3,983 ",5.10%,$220 ,344,0.019,10%,0.12,72,74,70,42%,1,0.242,0.707,0.051,71.8M,68.90%,$2B,$7B
Below Threshold,1.5-3%,Kuwait,Moderate,"$42,192 ",Middle East,1/12/07,2.10%,11%,"75,236",35,,"26,389",$115B,"$45,011 ",2.10%,$954 ,98,0.01,35%,0.085,74,75,73,56%,1,0.254,0.718,0.028,2.6M,98.20%,$1B,$7B
Below Threshold,1.5-3%,Israel,Very Friendly,"$23,440 ",Middle East,1/12/07,2.10%,35%,"66,424",20,,"20,700",$175B,"$24,373 ",7.50%,"$1,730 ",230,0.004,48%,0.069,85,82,88,129%,1,0.275,0.623,0.102,7.2M,91.60%,$4B,$5B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$14,064 ",Middle East,1/12/07,2.20%,15%,"393,535",20,,"144,109",$416B,"$16,052 ",3.70%,$566 ,79,0.016,30%,,75,76,73,110%,1,0.328,0.642,0.03,25.9M,81.40%,$7B,$21B
Below Threshold,1.5-3%,Oman,Very Friendly,"$14,064 ",Middle East,1/12/07,2.20%,12%,"44,587",35,,"17,583",$42B,"$16,306 ",2.50%,$403 ,62,0.01,17%,0.073,75,77,73,97%,1,0.327,0.649,0.024,2.6M,73.50%,$1B,$1B
Below Threshold,1.5-3%,Syria,Low,$0 ,Middle East,1/12/07,2.60%,43%,"57,429",43,,"22,803",$40B,"$2,066 ",3.80%,$79 ,336,0.015,12%,0.102,75,77,73,32%,1,0.373,0.592,0.035,19.6M,54.50%,$3B,$1B
Below Threshold,Above 3%,Jordan,Moderate,$0 ,Middle East,1/12/07,3.00%,31%,"21,540",13,,"7,209",$17B,"$3,023 ",8.30%,$252 ,136,0.019,20%,0.087,73,75,71,84%,1,0.368,0.6,0.033,5.7M,81.70%,$3B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0 ,Middle East,1/12/07,3.40%,48%,"21,712",63,,"7,014",$26B,"$1,210 ",4.90%,$57 ,248,0.052,5%,0.18,62,63,61,21%,1,0.442,0.532,0.026,21.2M,30.00%,$0B,$0B
Below Threshold,Above 3%,Iraq,Low,$0 ,Middle East,1/12/07,3.40%,28%,"62,834",32,,"23,696",$89B,"$3,091 ",3.70%,$95 ,312,0.032,1%,0.195,69,72,66,49%,1,0.417,0.548,0.034,28.7M,68.90%,$1B,$1B
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688 ",Middle East,1/12/08,1.30%,36%,"16,656",11,,"5,426",$29B,"$6,887 ",7.50%,$529 ,180,0.01,23%,0.1,79,81,76,34%,1,0.257,0.662,0.081,4.2M,86.90%,$6B,$4B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$84,384 ",Middle East,1/12/08,1.30%,11%,"67,997",7,,"23,642",$115B,"$84,614 ",1.90%,"$1,590 ",36,0.008,44%,0.068,78,79,77,105%,1,0.161,0.827,0.012,1.4M,98.30%,,
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$42,192 ",Middle East,1/12/08,1.60%,14%,"158,935",18,,"58,347",$315B,"$46,333 ",2.70%,"$1,353 ",12,0.008,63%,,76,77,75,138%,1,0.149,0.847,0.004,6.8M,83.40%,$7B,$13B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752 ",Middle East,1/12/08,1.70%,14%,"24,301",9,,"9,771",$26B,"$23,038 ",4.10%,$727 ,36,0.008,52%,0.082,76,77,75,129%,1,0.217,0.763,0.021,1.1M,88.50%,$2B,$1B
Below Threshold,1.5-3%,Iran,Low,"$4,688 ",Middle East,1/12/08,1.90%,44%,"570,574",28,,"204,312",$356B,"$4,899 ",6.40%,$313 ,344,0.018,10%,0.12,73,74,71,59%,1,0.239,0.71,0.051,72.7M,69.50%,$2B,$8B
Below Threshold,1.5-3%,Kuwait,Moderate,"$51,568 ",Middle East,1/12/08,2.10%,11%,"79,959",35,,"28,843",$147B,"$54,400 ",1.90%,"$1,049 ",98,0.01,42%,0.076,74,75,73,56%,1,0.254,0.721,0.025,2.7M,98.20%,$1B,$8B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$18,752 ",Middle East,1/12/08,2.20%,15%,"418,240",20,,"154,076",$520B,"$19,722 ",3.10%,$566 ,79,0.016,36%,,75,76,73,137%,1,0.32,0.65,0.03,26.4M,81.60%,$7B,$16B
Below Threshold,1.5-3%,Oman,Very Friendly,"$18,752 ",Middle East,1/12/08,2.20%,22%,"41,067",14,,"18,679",$61B,"$23,421 ",2.10%,$473 ,62,0.01,20%,0.071,76,78,73,124%,1,0.311,0.665,0.024,2.6M,74.10%,$1B,$1B
Below Threshold,1.5-3%,Israel,Very Friendly,"$28,128 ",Middle East,1/12/08,2.20%,33%,"70,938",20,,"22,868",$213B,"$29,143 ",7.60%,"$2,076 ",230,0.004,59%,0.066,81,83,79,126%,1,0.274,0.624,0.103,7.3M,91.70%,$6B,$5B
Below Threshold,1.5-3%,Syria,Low,,Middle East,1/12/08,2.60%,40%,"67,700",16,,"23,052",,,3.40%,$90 ,336,0.014,14%,0.102,75,77,73,35%,1,0.367,0.598,0.036,20.3M,54.90%,$3B,$1B
Below Threshold,Above 3%,Jordan,Moderate,$0 ,Middle East,1/12/08,3.00%,31%,"20,763",13,,"7,069",$22B,"$3,797 ",8.80%,$326 ,136,0.019,23%,0.09,74,75,72,90%,1,0.362,0.605,0.033,5.8M,82.00%,$4B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0 ,Middle East,1/12/08,3.30%,48%,"22,207",13,,"7,208",$30B,"$1,401 ",5.10%,$69 ,248,0.05,7%,0.18,62,63,61,30%,1,0.434,0.539,0.027,21.7M,30.60%,$1B,$0B
Below Threshold,Above 3%,Iraq,Low,$0 ,Middle East,1/12/08,3.30%,28%,"94,444",32,,"28,806",$132B,"$4,485 ",3.90%,$142 ,312,0.031,1%,0.195,69,72,65,60%,1,0.416,0.549,0.034,29.4M,68.90%,$1B,$1B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$60,944 ",Middle East,1/12/09,1.20%,11%,"66,120",7,,"24,942",$98B,"$62,528 ",2.60%,"$1,647 ",36,0.008,53%,0.07,78,79,77,125%,1,0.146,0.843,0.011,1.6M,98.50%,,
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688 ",Middle East,1/12/09,1.30%,30%,"20,917",9,,"6,652",$35B,"$8,274 ",7.40%,$604 ,180,0.009,30%,0.096,79,81,77,56%,1,0.247,0.67,0.083,4.2M,87.10%,$7B,$5B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$32,816 ",Middle East,1/12/09,1.60%,14%,"162,602",15,,"60,672",$255B,"$33,038 ",3.40%,"$1,336 ",12,0.008,64%,,76,77,75,138%,1,0.141,0.855,0.004,7.7M,83.70%,$7B,$10B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752 ",Middle East,1/12/09,1.70%,14%,"24,169",9,,"9,340",$23B,"$19,251 ",4.50%,$729 ,36,0.007,53%,0.079,76,77,75,118%,1,0.205,0.775,0.02,1.2M,88.50%,$2B,$1B
Below Threshold,1.5-3%,Iran,Low,"$4,688 ",Middle East,1/12/09,1.90%,44%,"577,483",9,,"213,423",$363B,"$4,936 ",7.20%,$357 ,344,0.017,11%,0.12,73,75,71,72%,1,0.237,0.712,0.051,73.5M,70.00%,$2B,$9B
Below Threshold,1.5-3%,Kuwait,Moderate,"$32,816 ",Middle East,1/12/09,2.10%,11%,"81,869",35,,"30,815",$106B,"$37,192 ",3.90%,"$1,463 ",98,0.01,51%,0.062,74,75,73,92%,1,0.253,0.724,0.023,2.9M,98.20%,$1B,$7B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$14,064 ",Middle East,1/12/09,2.10%,15%,"431,027",21,,"175,675",$429B,"$16,010 ",4.10%,$582 ,79,0.015,38%,,75,77,73,167%,1,0.313,0.657,0.03,26.8M,81.90%,$7B,$21B
Below Threshold,1.5-3%,Oman,Very Friendly,"$14,064 ",Middle East,1/12/09,2.20%,22%,"40,264",12,,"18,279",$48B,"$18,114 ",3.00%,$511 ,62,0.01,27%,0.074,76,78,74,149%,1,0.292,0.683,0.024,2.7M,74.60%,$1B,$1B
Below Threshold,1.5-3%,Israel,Very Friendly,"$23,440 ",Middle East,1/12/09,2.20%,32%,"67,029",20,,"21,463",$206B,"$27,520 ",7.60%,"$1,973 ",230,0.004,63%,0.042,82,83,80,124%,1,0.272,0.624,0.104,7.5M,91.80%,$5B,$4B
Below Threshold,1.5-3%,Syria,Low,,Middle East,1/12/09,2.50%,40%,"62,112",15,,"21,233",,,3.50%,$95 ,336,0.014,17%,0.1,75,77,73,48%,1,0.361,0.602,0.036,21.0M,55.30%,$4B,$1B
Below Threshold,1.5-3%,Jordan,Moderate,$0 ,Middle East,1/12/09,2.90%,31%,"21,254",12,,"7,458",$24B,"$4,027 ",9.50%,$368 ,136,0.018,26%,0.092,74,75,72,97%,1,0.356,0.61,0.034,5.9M,82.20%,$3B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0 ,Middle East,1/12/09,3.30%,48%,"23,058",12,,"7,764",$28B,"$1,252 ",5.30%,$65 ,248,0.048,10%,0.18,63,64,61,37%,1,0.427,0.547,0.027,22.2M,31.20%,$1B,$0B
Below Threshold,Above 3%,Iraq,Low,$0 ,Middle East,1/12/09,3.30%,28%,"106,651",32,,"32,846",$112B,"$3,713 ",4.60%,$143 ,312,0.031,1%,0.156,69,72,65,67%,1,0.415,0.551,0.034,30.2M,69.00%,$1B,$1B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$70,320 ",Middle East,1/12/10,1.20%,11%,"70,531",10,,"28,973",$125B,"$71,440 ",2.10%,"$1,496 ",36,0.008,69%,0.073,78,79,77,125%,1,0.137,0.852,0.011,1.7M,98.70%,,
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688 ",Middle East,1/12/10,1.30%,30%,"20,403",9,,"6,382",$38B,"$8,756 ",7.20%,$620 ,180,0.009,44%,0.083,79,81,77,66%,1,0.237,0.678,0.084,4.3M,87.20%,$8B,$5B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752 ",Middle East,1/12/10,1.60%,14%,"24,202",9,,"9,472",$26B,"$20,546 ",4.30%,$747 ,36,0.007,55%,0.072,77,77,76,125%,1,0.199,0.781,0.02,1.3M,88.50%,$2B,$1B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$32,816 ",Middle East,1/12/10,1.60%,14%,"167,597",15,,"63,099",$287B,"$33,999 ",3.20%,"$1,283 ",12,0.008,68%,,77,78,76,129%,1,0.139,0.858,0.003,8.4M,84.10%,$9B,$12B
Below Threshold,1.5-3%,Iran,Low,"$4,688 ",Middle East,1/12/10,1.90%,44%,"571,612",11,,"210,678",$423B,"$5,681 ",7.30%,$416 ,344,0.016,15%,0.12,73,75,71,73%,1,0.236,0.712,0.052,74.5M,70.60%,$3B,$11B
Below Threshold,1.5-3%,Kuwait,Moderate,"$37,504 ",Middle East,1/12/10,2.10%,11%,"93,696",35,,"32,586",$120B,"$40,113 ",2.80%,"$1,116 ",98,0.009,61%,0.049,74,75,73,133%,1,0.252,0.726,0.021,3.0M,98.30%,$1B,$7B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$18,752 ",Middle East,1/12/10,2.10%,15%,"464,481",21,,"192,004",$527B,"$19,333 ",4.00%,$663 ,79,0.015,41%,,75,77,73,189%,1,0.307,0.663,0.03,27.3M,82.10%,$8B,$22B
Below Threshold,1.5-3%,Oman,Very Friendly,"$18,752 ",Middle East,1/12/10,2.20%,22%,"57,202",12,,"23,158",$59B,"$20,984 ",2.80%,$582 ,62,0.01,36%,0.068,76,78,74,164%,1,0.274,0.701,0.025,2.8M,75.20%,$1B,$2B
Below Threshold,1.5-3%,Israel,Very Friendly,"$28,128 ",Middle East,1/12/10,2.20%,31%,"70,656",20,,"23,195",$232B,"$30,432 ",7.60%,"$2,165 ",235,0.004,68%,0.05,82,84,80,123%,1,0.272,0.623,0.104,7.6M,91.80%,$6B,$5B
Below Threshold,1.5-3%,Syria,Low,,Middle East,1/12/10,2.50%,40%,"61,859",13,,"21,649",,,3.40%,$97 ,336,0.013,21%,0.099,75,78,72,54%,1,0.357,0.605,0.037,21.5M,55.70%,$6B,$2B
Below Threshold,1.5-3%,Jordan,Moderate,$0 ,Middle East,1/12/10,2.90%,31%,"20,821",12,,"7,105",$26B,"$4,371 ",8.50%,$361 ,136,0.018,27%,0.09,74,75,72,103%,1,0.351,0.615,0.034,6.0M,82.50%,$4B,$2B
Below Threshold,Above 3%,Yemen,Not Clustered,$0 ,Middle East,1/12/10,3.20%,48%,"21,852",12,,"8,360",$32B,"$1,395 ",5.10%,$66 ,248,0.046,12%,0.238,63,64,61,49%,1,0.42,0.553,0.027,22.8M,31.70%,$1B,$0B
Below Threshold,Above 3%,Iraq,Low,$0 ,Middle East,1/12/10,3.20%,28%,"114,667",32,,"37,845",$143B,"$4,619 ",3.10%,$141 ,312,0.03,3%,0.133,69,73,65,75%,1,0.412,0.554,0.034,31.0M,69.00%,$2B,$2B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$84,384 ",Middle East,1/12/11,1.10%,11%,,9,,"33,285",$170B,"$88,963 ",1.90%,"$1,738 ",36,0.007,69%,0.055,78,79,77,121%,1,0.134,0.856,0.01,1.9M,98.80%,$4B,$8B
Below Threshold,Below 1.5%,Lebanon,Moderate,"$4,688 ",Middle East,1/12/11,1.30%,30%,,9,,"6,349",$40B,"$9,145 ",7.40%,$646 ,180,0.009,52%,0.075,80,82,77,77%,1,0.227,0.688,0.085,4.4M,87.30%,$7B,$4B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752 ",Middle East,1/12/11,1.60%,14%,,9,,"9,506",$29B,"$22,467 ",3.80%,$766 ,36,0.006,77%,0.068,77,77,76,131%,1,0.198,0.781,0.021,1.3M,88.60%,$2B,$1B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$37,504 ",Middle East,1/12/11,1.60%,14%,,13,,"66,108",$349B,"$39,103 ",3.10%,"$1,375 ",12,0.007,78%,,77,78,76,131%,1,0.14,0.857,0.003,8.9M,84.40%,,
Below Threshold,1.5-3%,Iran,Low,"$4,688 ",Middle East,1/12/11,1.90%,44%,,11,,"212,145",$528B,"$7,000 ",6.80%,$483 ,344,0.016,21%,0.11,74,75,72,74%,1,0.236,0.712,0.052,75.4M,71.20%,$3B,$11B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$23,440 ",Middle East,1/12/11,2.00%,15%,,21,,"187,070",$670B,"$24,134 ",3.50%,$721 ,79,0.014,48%,,76,77,74,194%,1,0.302,0.669,0.029,27.8M,82.30%,$9B,$18B
Below Threshold,1.5-3%,Kuwait,Moderate,"$46,880 ",Middle East,1/12/11,2.10%,11%,,32,,"32,523",$161B,"$51,525 ",2.60%,"$1,349 ",98,0.009,66%,0.052,74,75,73,158%,1,0.251,0.728,0.021,3.1M,98.30%,$1B,$9B
Below Threshold,1.5-3%,Israel,Very Friendly,"$32,816 ",Middle East,1/12/11,2.10%,30%,,20,,"23,254",$258B,"$33,223 ",7.60%,"$2,373 ",235,0.003,69%,0.06,82,84,80,122%,1,0.273,0.622,0.105,7.8M,91.90%,$6B,$5B
Below Threshold,1.5-3%,Oman,Very Friendly,"$18,752 ",Middle East,1/12/11,2.20%,22%,,8,,"25,276",$70B,"$23,133 ",2.40%,$610 ,62,0.01,48%,0.062,77,79,74,159%,1,0.257,0.717,0.026,3.0M,75.70%,$2B,$2B
Below Threshold,1.5-3%,Syria,Low,,Middle East,1/12/11,2.50%,40%,,13,,"19,986",,,3.40%,$102 ,336,0.013,23%,,75,78,72,59%,1,0.355,0.607,0.038,22.0M,56.10%,,
Below Threshold,1.5-3%,Jordan,Moderate,$0 ,Middle East,1/12/11,2.80%,28%,,12,,"7,064",$29B,"$4,666 ",8.80%,$386 ,151,0.017,35%,0.087,74,75,72,111%,1,0.346,0.62,0.034,6.2M,82.70%,$4B,$1B
Below Threshold,Above 3%,Yemen,Not Clustered,$0 ,Middle East,1/12/11,3.20%,33%,,12,,"7,260",$29B,"$1,253 ",5.00%,$63 ,248,0.044,15%,0.25,63,64,61,50%,1,0.413,0.559,0.028,23.3M,32.30%,$1B,$0B
Below Threshold,Above 3%,Iraq,Low,"$4,688 ",Middle East,1/12/11,3.20%,28%,,32,,"40,220",$191B,"$6,014 ",2.70%,$160 ,312,0.029,5%,0.136,69,73,65,80%,1,0.409,0.558,0.033,31.8M,69.10%,$2B,$2B
Below Threshold,Below 1.5%,Qatar,Very Friendly,"$89,072 ",Middle East,1/12/12,1.10%,11%,,9,45,,$190B,"$92,660 ",2.20%,"$2,029 ",48,0.007,69%,0.054,79,79,78,127%,1,0.133,0.857,0.01,2.1M,98.90%,$7B,$11B
Below Threshold,Below 1.5%,Lebanon,Moderate,"$9,376 ",Middle East,1/12/12,1.30%,30%,,9,105,,$43B,"$9,764 ",7.60%,$675 ,180,0.008,61%,0.072,80,82,78,81%,1,0.216,0.698,0.086,4.4M,87.40%,$6B,$4B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$37,504 ",Middle East,1/12/12,1.50%,15%,,8,26,,$384B,"$41,714 ",2.80%,"$1,343 ",12,0.007,85%,,77,78,76,150%,1,0.144,0.852,0.004,9.2M,84.70%,,
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$18,752 ",Middle East,1/12/12,1.60%,14%,,9,47,,$30B,"$23,040 ",3.90%,$895 ,36,0.006,88%,0.06,77,77,76,161%,1,0.202,0.777,0.021,1.3M,88.60%,$2B,$1B
Below Threshold,1.5-3%,Iran,Low,"$4,688 ",Middle East,1/12/12,1.90%,44%,,16,152,,$503B,"$6,582 ",6.70%,$490 ,344,0.015,28%,0.11,74,76,72,76%,1,0.237,0.711,0.052,76.4M,71.80%,,
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$23,440 ",Middle East,1/12/12,2.00%,15%,,21,22,,$734B,"$25,948 ",3.20%,$795 ,72,0.014,54%,,76,77,74,187%,1,0.297,0.674,0.029,28.3M,82.50%,$8B,$18B
